champ1,champ2,winrate,n_games
Evelynn,Hecarim,0.432522124,904
Diana,Yasuo,0.507760532,902
Lee Sin,Ezreal,0.49556541,902
Evelynn,Twitch,0.455049945,901
Evelynn,Nocturne,0.38777777799999996,900
Wukong,Pantheon,0.51,900
Evelynn,Garen,0.46333333299999996,900
Alistar,Graves,0.556173526,899
Akali,Garen,0.420467186,899
Dr. Mundo,Kai'Sa,0.56013363,898
Rengar,Taliyah,0.522271715,898
Cho'Gath,Vi,0.5,898
Cho'Gath,Malphite,0.489932886,894
Darius,Kayn,0.508398656,893
Lee Sin,Vayne,0.525195969,893
Poppy,Kai'Sa,0.566629339,893
Nidalee,Pyke,0.44904815200000003,893
Teemo,Vi,0.45515695100000003,892
Nocturne,Gragas,0.492152466,892
Malphite,Kai'Sa,0.492134831,890
Kha'Zix,Ekko,0.51856018,889
Jarvan IV,Poppy,0.556306306,888
Akali,Vi,0.382187148,887
Warwick,Tryndamere,0.46223224399999996,887
Master Yi,Veigar,0.492671928,887
Lee Sin,Thresh,0.47629796799999996,886
Twitch,Pyke,0.470588235,884
Kha'Zix,Zac,0.48697621700000004,883
Jarvan IV,Hecarim,0.511918275,881
Warwick,Maokai,0.515323496,881
Graves,Ornn,0.529612756,878
Xin Zhao,Maokai,0.526255708,876
Malphite,Garen,0.553142857,875
Malphite,Gragas,0.54576659,874
Lee Sin,Mordekaiser,0.48568155799999996,873
Fiddlesticks,Gragas,0.518348624,872
Diana,Pyke,0.502870264,871
Diana,Kindred,0.512643678,870
Jarvan IV,Garen,0.471264368,870
Pantheon,Kha'Zix,0.505178366,869
Akali,Aatrox,0.402761795,869
Master Yi,Illaoi,0.46375143799999996,869
Nocturne,Pyke,0.39170506899999996,868
Warwick,Aatrox,0.40830449799999996,867
Nautilus,Kayn,0.517919075,865
Twitch,Kha'Zix,0.493055556,864
Lee Sin,Rumble,0.535341831,863
Xin Zhao,Hecarim,0.453070684,863
Cho'Gath,Shaco,0.486078886,862
Teemo,Poppy,0.48839907200000005,862
Ezreal,Graves,0.481997677,861
Shaco,Udyr,0.445867288,859
Warwick,Diana,0.49476135,859
Volibear,Yasuo,0.535506403,859
Master Yi,Quinn,0.423076923,858
Teemo,Malphite,0.487179487,858
Fiddlesticks,Maokai,0.507584597,857
Dr. Mundo,Gragas,0.554259043,857
Kayn,Zed,0.473745624,857
Cho'Gath,Gragas,0.545560748,856
Udyr,Akali,0.42172897200000004,856
Nunu,Renekton,0.5040935670000001,855
Ekko,Pyke,0.48946135799999996,854
Tryndamere,Kha'Zix,0.483568075,852
Tryndamere,Kindred,0.480046948,852
Tryndamere,Wukong,0.49295774600000003,852
Shaco,Vi,0.440658049,851
Udyr,Volibear,0.550588235,850
Blitzcrank,Lee Sin,0.453474676,849
Teemo,Maokai,0.507075472,848
Lee Sin,Jhin,0.484669811,848
Fiddlesticks,Udyr,0.52004717,848
Dr. Mundo,Maokai,0.5844155839999999,847
Xin Zhao,Nocturne,0.418439716,846
Cho'Gath,Jarvan IV,0.508274232,846
Twitch,Gragas,0.540828402,845
Nunu,Ornn,0.43431952700000004,845
Evelynn,Gragas,0.513609467,845
Wukong,Volibear,0.518386714,843
Twitch,Shaco,0.47805456700000004,843
Tristana,Nunu,0.511269276,843
Rammus,Kha'Zix,0.470937129,843
Pantheon,Pyke,0.46318289799999995,842
Miss Fortune,Amumu,0.581947743,842
Xin Zhao,Poppy,0.49762470299999995,842
Volibear,Kha'Zix,0.48156956,841
Riven,Kha'Zix,0.511296076,841
Kayle,Graves,0.610714286,840
Shaco,Maokai,0.549463647,839
Irelia,Kayn,0.478520286,838
Shaco,Dr. Mundo,0.508960573,837
Cho'Gath,Nocturne,0.462365591,837
Riven,Pyke,0.481481481,837
Olaf,Jax,0.5035885170000001,836
Evelynn,Dr. Mundo,0.508982036,835
Jax,Nautilus,0.575539568,834
Gragas,Aatrox,0.520383693,834
Sion,Amumu,0.579831933,833
Shaco,Hecarim,0.433894231,832
Poppy,Vi,0.5216867470000001,830
Nunu,Rumble,0.49759036100000004,830
Malphite,Maokai,0.540410133,829
Xin Zhao,Nidalee,0.43305187,829
Dr. Mundo,Malphite,0.549516908,828
Karthus,Amumu,0.649758454,828
Teemo,Udyr,0.447941889,826
Evelynn,Cho'Gath,0.469660194,824
Nunu,Elise,0.454434994,823
Shyvana,Pyke,0.448233861,821
Cho'Gath,Akali,0.416565164,821
Renekton,Lee Sin,0.46406821,821
Shaco,Akali,0.34634146299999996,820
Kai'Sa,Kindred,0.49816849799999996,819
Malphite,Hecarim,0.47799511,818
Irelia,Rengar,0.46144430799999997,817
Cho'Gath,Aatrox,0.50245098,816
Warwick,Ekko,0.49017199,814
Trundle,Kha'Zix,0.45331695299999997,814
Xin Zhao,Pantheon,0.44963145,814
Pantheon,Kindred,0.49569495700000005,813
Tryndamere,Pyke,0.49753694600000004,812
Brand,Kha'Zix,0.5862068970000001,812
Graves,Jhin,0.552955665,812
Alistar,Lee Sin,0.524630542,812
Kindred,Ekko,0.49137931,812
Shen,Graves,0.5209359610000001,812
Renekton,Graves,0.511713933,811
Udyr,Hecarim,0.45006165200000003,811
Twitch,Cho'Gath,0.503082614,811
Miss Fortune,Lee Sin,0.520345253,811
Kayle,Lee Sin,0.543209877,810
Poppy,Akali,0.448019802,808
Dr. Mundo,Udyr,0.548946716,807
Shaco,Yasuo,0.487593052,806
Olaf,Kayn,0.485714286,805
Shaco,Jarvan IV,0.510559006,805
Warwick,Trundle,0.421641791,804
Warwick,Brand,0.564676617,804
Shaco,Poppy,0.511830635,803
Hecarim,Vi,0.495641345,803
Nocturne,Udyr,0.43765586,802
Brand,Garen,0.610486891,801
Udyr,Yasuo,0.5,800
Karthus,Rengar,0.5775,800
Master Yi,Jinx,0.4725,800
Gragas,Pantheon,0.50625,800
Nunu,Veigar,0.470588235,799
Cho'Gath,Udyr,0.506265664,798
Fiddlesticks,Aatrox,0.48869346700000005,796
Shaco,Malphite,0.43522012600000004,795
Warwick,Riven,0.521410579,794
Dr. Mundo,Jarvan IV,0.556116015,793
Gragas,Riven,0.524652339,791
Teemo,Hecarim,0.458227848,790
Master Yi,Lucian,0.48987341799999995,790
Singed,Lee Sin,0.549367089,790
Kai'Sa,Vi,0.513924051,790
Teemo,Jarvan IV,0.49620253200000003,790
Dr. Mundo,Akali,0.447401774,789
Warwick,Pantheon,0.45247148299999995,789
Garen,Vi,0.521573604,788
Tryndamere,Gragas,0.489847716,788
Lee Sin,Lucian,0.5311308770000001,787
Nunu,Ivern,0.433290978,787
Maokai,Vi,0.5458015270000001,786
Shaco,Nocturne,0.409438776,784
Garen,Hecarim,0.465561224,784
Riven,Kindred,0.521072797,783
Amumu,Camille,0.524296675,782
Twitch,Maokai,0.5370843989999999,782
Master Yi,Zilean,0.5582586429999999,781
Sion,Kindred,0.506410256,780
Jax,Fizz,0.565384615,780
Dr. Mundo,Vi,0.541720154,779
Teemo,Gragas,0.467181467,777
Rengar,Nautilus,0.513513514,777
Cho'Gath,Poppy,0.560723514,774
Xin Zhao,Kai'Sa,0.46511627899999997,774
Evelynn,Akali,0.344113842,773
Xin Zhao,Shyvana,0.42616580299999995,772
Warwick,Rammus,0.45854922299999995,772
Volibear,Pyke,0.47859922200000005,771
Nocturne,Hecarim,0.43968871600000003,771
Brand,Pyke,0.5441558439999999,770
Urgot,Graves,0.547464239,769
Miss Fortune,Graves,0.496749025,769
Skarner,Rengar,0.49414824399999996,769
Garen,Kai'Sa,0.5234375,768
Evelynn,Aatrox,0.43098958299999995,768
Shyvana,Vi,0.43229166700000005,768
Xin Zhao,Twitch,0.47519582200000005,766
Galio,Jax,0.5456919060000001,766
Sion,Cho'Gath,0.609150327,765
Trundle,Wukong,0.52617801,764
Jarvan IV,Udyr,0.509162304,764
Twitch,Dr. Mundo,0.570117955,763
Evelynn,Kai'Sa,0.48687664,762
Jarvan IV,Akali,0.392904074,761
Alistar,Nunu,0.509855453,761
Jax,Skarner,0.502638522,758
Nunu,Ashe,0.436675462,758
Amumu,Taliyah,0.594451783,757
Xin Zhao,Aatrox,0.461030383,757
Jax,Lux,0.572751323,756
Jax,Zed,0.5192052979999999,755
Sejuani,Kha'Zix,0.47284768200000005,755
Cho'Gath,Maokai,0.538461538,754
Urgot,Master Yi,0.459495352,753
Sion,Kha'Zix,0.5625,752
Fiddlesticks,Evelynn,0.456724368,751
Twitch,Malphite,0.5219707060000001,751
Evelynn,Malphite,0.516,750
Malphite,Akali,0.396528705,749
Rammus,Wukong,0.49799733,749
Nautilus,Yasuo,0.560747664,749
Zac,Pyke,0.448598131,749
Fiddlesticks,Shyvana,0.443105756,747
Master Yi,Bard,0.47657295899999996,747
Maokai,Jarvan IV,0.556300268,746
Kai'Sa,Yasuo,0.489932886,745
Heimerdinger,Graves,0.5530201339999999,745
Graves,Ivern,0.49395973200000004,745
Akali,Hecarim,0.389784946,744
Teemo,Evelynn,0.452956989,744
Jarvan IV,Kai'Sa,0.520861373,743
Darius,Yasuo,0.5181695829999999,743
Shaco,Garen,0.466307278,742
Nidalee,Poppy,0.523616734,741
Skarner,Kayn,0.484480432,741
Amumu,Sejuani,0.522972973,740
Xin Zhao,Diana,0.528378378,740
Jax,Morgana,0.557510149,739
Teemo,Aatrox,0.490514905,738
Fizz,Rengar,0.45997286299999995,737
Twitch,Garen,0.514986376,734
Jax,Nasus,0.495901639,732
Twitch,Poppy,0.554644809,732
Vayne,Graves,0.572404372,732
Master Yi,Heimerdinger,0.484972678,732
Jarvan IV,Aatrox,0.523224044,732
Miss Fortune,Jax,0.524590164,732
Akali,Riven,0.415300546,732
Jarvan IV,Ekko,0.5745554039999999,731
Dr. Mundo,Hecarim,0.52120383,731
Fizz,Kayn,0.497260274,730
Nautilus,Pyke,0.468493151,730
Master Yi,Leona,0.54109589,730
Sejuani,Kindred,0.443835616,730
Dr. Mundo,Poppy,0.577503429,729
Nidalee,Vi,0.491083676,729
Malphite,Poppy,0.515775034,729
Evelynn,Shyvana,0.406593407,728
Poppy,Garen,0.536451169,727
Malphite,Udyr,0.5386740329999999,724
Fiddlesticks,Kai'Sa,0.5,724
Udyr,Garen,0.48547717799999995,723
Jax,Talon,0.474412172,723
Jarvan IV,Nidalee,0.513139696,723
Amumu,Irelia,0.554633472,723
Olaf,Rengar,0.44937586700000004,721
Udyr,Poppy,0.541666667,720
Nunu,Shen,0.4625,720
Fiddlesticks,Tryndamere,0.516713092,718
Sion,Pyke,0.506276151,717
Talon,Rengar,0.444909344,717
Teemo,Twitch,0.45530726299999996,716
Fiddlesticks,Teemo,0.47206703899999997,716
Darius,Pyke,0.445530726,716
Rengar,Zed,0.49162011200000005,716
Jarvan IV,Diana,0.559440559,715
Fiddlesticks,Volibear,0.516806723,714
Lee Sin,Quinn,0.46498599399999996,714
Galio,Kayn,0.503506311,713
Dr. Mundo,Volibear,0.566807314,711
Tryndamere,Yasuo,0.510578279,709
Master Yi,Rakan,0.517630465,709
Master Yi,Zyra,0.52259887,708
Tryndamere,Cho'Gath,0.524011299,708
Maokai,Garen,0.583333333,708
Sion,Wukong,0.570621469,708
Teemo,Nocturne,0.427966102,708
Tryndamere,Garen,0.545325779,706
Nunu,Illaoi,0.511331445,706
Nocturne,Jarvan IV,0.491501416,706
Leona,Graves,0.585815603,705
Maokai,Poppy,0.596590909,704
Wukong,Sejuani,0.47443181799999995,704
Garen,Aatrox,0.46875,704
Cho'Gath,Hecarim,0.502840909,704
Udyr,Shyvana,0.464488636,704
Warwick,Zac,0.433238636,704
Nunu,Lulu,0.42532005700000003,703
Fiddlesticks,Akali,0.413105413,702
Xin Zhao,Tryndamere,0.482905983,702
Lee Sin,Shen,0.47788873,701
Nautilus,Kindred,0.530670471,701
Fiddlesticks,Twitch,0.531428571,700
Gragas,Shyvana,0.52360515,699
Hecarim,Kai'Sa,0.49067431899999997,697
Poppy,Aatrox,0.49067431899999997,697
Shyvana,Yasuo,0.461206897,696
Brand,Kindred,0.606628242,694
Shaco,Aatrox,0.484848485,693
Udyr,Pantheon,0.500721501,693
Xin Zhao,Ekko,0.486291486,693
Nunu,Kog'Maw,0.573699422,692
Blitzcrank,Pyke,0.392753623,690
Jax,Vayne,0.576811594,690
Galio,Rengar,0.504347826,690
Lee Sin,Ivern,0.41509434,689
Teemo,Tryndamere,0.473837209,688
Kha'Zix,Camille,0.456395349,688
Pantheon,Vi,0.470930233,688
Lee Sin,Jinx,0.518195051,687
Jarvan IV,Brand,0.588064047,687
Olaf,Amumu,0.515283843,687
Malphite,Nocturne,0.48617176100000004,687
Udyr,Kai'Sa,0.500727802,687
Udyr,Aatrox,0.430029155,686
Lux,Kayn,0.533527697,686
Xin Zhao,Volibear,0.497810219,685
Fiddlesticks,Pantheon,0.47737226299999996,685
Graves,Lucian,0.5277777779999999,684
Graves,Bard,0.501461988,684
Jax,Ezreal,0.5549048320000001,683
Teemo,Shyvana,0.45095168399999996,683
Diana,Vi,0.508052709,683
Malphite,Aatrox,0.505124451,683
Talon,Kayn,0.46041055700000005,682
Ekko,Vi,0.5146627570000001,682
Udyr,Diana,0.5146627570000001,682
Kayle,Jax,0.5682819379999999,681
Rengar,Thresh,0.5073529410000001,680
Xin Zhao,Brand,0.561119293,679
Dr. Mundo,Brand,0.627393225,679
Yasuo,Zed,0.466076696,678
Yasuo,Ekko,0.528023599,678
Teemo,Akali,0.342182891,678
Evelynn,Maokai,0.517699115,678
Galio,Yasuo,0.54719764,678
Nocturne,Akali,0.38700147700000004,677
Poppy,Hecarim,0.525147929,676
Jarvan IV,Zac,0.508902077,674
Amumu,Jinx,0.574183976,674
Malphite,Brand,0.613670134,673
Lee Sin,Ornn,0.47548291200000004,673
Nocturne,Yasuo,0.478454681,673
Rammus,Pyke,0.43452381,672
Dr. Mundo,Shyvana,0.508928571,672
Galio,Amumu,0.526080477,671
Rammus,Yasuo,0.535820896,670
Xin Zhao,Rammus,0.473134328,670
Twitch,Vi,0.508982036,668
Nunu,Tahm Kench,0.48802395200000004,668
Veigar,Graves,0.550898204,668
Nasus,Rengar,0.454272864,667
Tryndamere,Dr. Mundo,0.5637181410000001,667
Gragas,Volibear,0.529235382,667
Xin Zhao,Riven,0.494752624,667
Malphite,Riven,0.53003003,666
Fiddlesticks,Riven,0.515060241,664
Nidalee,Yasuo,0.495468278,662
Wukong,Darius,0.524962179,661
Twitch,Hecarim,0.460606061,660
Nidalee,Udyr,0.505311077,659
Xin Zhao,Zac,0.45220030299999997,659
Vi,Aatrox,0.496206373,659
Twitch,Yasuo,0.486322188,658
Graves,Quinn,0.494672755,657
Lux,Rengar,0.519025875,657
Brand,Poppy,0.640243902,656
Nunu,Zyra,0.5167682929999999,656
Nunu,Zilean,0.451908397,655
Maokai,Akali,0.453435115,655
Galio,Jarvan IV,0.5587786260000001,655
Warwick,Taliyah,0.493129771,655
Amumu,Vayne,0.597243492,653
Tryndamere,Udyr,0.477794793,653
Twitch,Jarvan IV,0.506891271,653
Shaco,Kai'Sa,0.5007656970000001,653
Master Yi,Tahm Kench,0.5053598770000001,653
Jax,Elise,0.535987749,653
Tryndamere,Malphite,0.536809816,652
Shaco,Nidalee,0.44700460799999997,651
Tryndamere,Shaco,0.49155145899999997,651
Evelynn,Pantheon,0.441538462,650
Dr. Mundo,Aatrox,0.500770416,649
Trundle,Volibear,0.520061728,648
Jax,Mordekaiser,0.519319938,647
Nocturne,Pantheon,0.417310665,647
Graves,Illaoi,0.53250774,646
Twitch,Kindred,0.41176470600000004,646
Elise,Rengar,0.486821705,645
Jax,Thresh,0.5395348839999999,645
Sion,Dr. Mundo,0.587596899,645
Malphite,Shyvana,0.513975155,644
Evelynn,Riven,0.483670295,643
Graves,Tahm Kench,0.471228616,643
Poppy,Diana,0.555209953,643
Elise,Kayn,0.520995334,643
Garen,Riven,0.5124610589999999,642
Maokai,Gragas,0.54517134,642
Jax,Blitzcrank,0.5546875,640
Wukong,Taliyah,0.528125,640
Sion,Malphite,0.568075117,639
Trundle,Pyke,0.46322378700000005,639
Zilean,Hecarim,0.47492163,638
Maokai,Udyr,0.512539185,638
Tryndamere,Evelynn,0.486656201,637
Jax,Renekton,0.485086342,637
Amumu,Ezreal,0.569858713,637
Jax,Jhin,0.48503937,635
Trundle,Poppy,0.558359621,634
Zac,Vi,0.477917981,634
Kha'Zix,Taliyah,0.5252365929999999,634
Dr. Mundo,Nocturne,0.5,634
Mordekaiser,Kayn,0.548895899,634
Vayne,Rengar,0.481072555,634
Lee Sin,Bard,0.473933649,633
Nidalee,Gragas,0.47077409200000003,633
Graves,Kled,0.544303797,632
Nautilus,Kha'Zix,0.505546751,631
Teemo,Volibear,0.47385103,631
Poppy,Ekko,0.593650794,630
Trundle,Yasuo,0.474603175,630
Twitch,Udyr,0.497615262,629
Jarvan IV,Shyvana,0.527070064,628
Kai'Sa,Aatrox,0.507961783,628
Singed,Volibear,0.549363057,628
Fiddlesticks,Trundle,0.5,628
Dr. Mundo,Nidalee,0.547049442,627
Cho'Gath,Shyvana,0.49441786299999996,627
Volibear,Vi,0.524720893,627
Yasuo,Ornn,0.505582137,627
Amumu,Jhin,0.5830670929999999,626
Master Yi,Kled,0.450479233,626
Trundle,Udyr,0.471246006,626
Warwick,Sejuani,0.423322684,626
Kha'Zix,Darius,0.4688,625
Nocturne,Poppy,0.4768,625
Camille,Kindred,0.47756410299999996,624
Rammus,Udyr,0.488782051,624
Fiddlesticks,Zac,0.481540931,623
Riven,Vi,0.48635634,623
Dr. Mundo,Diana,0.573954984,622
Nidalee,Garen,0.491961415,622
Graves,Rakan,0.533762058,622
Cho'Gath,Pantheon,0.519292605,622
Darius,Kindred,0.45571658600000003,621
Amumu,Skarner,0.565217391,621
Graves,Zyra,0.570048309,621
Rengar,Jhin,0.511290323,620
Malphite,Zac,0.503225806,620
Sion,Warwick,0.557350565,619
Trundle,Gragas,0.520193861,619
Brand,Vi,0.585760518,618
Malphite,Nidalee,0.512155592,617
Xin Zhao,Trundle,0.47240259700000004,616
Irelia,Wukong,0.503246753,616
Shaco,Shyvana,0.395121951,615
Cho'Gath,Nidalee,0.504065041,615
Amumu,Nautilus,0.543973941,614
Nidalee,Hecarim,0.456026059,614
Thresh,Pyke,0.413680782,614
Malphite,Pantheon,0.48534202,614
Akali,Kai'Sa,0.42577487799999997,613
Galio,Wukong,0.577487765,613
Cho'Gath,Brand,0.616639478,613
Poppy,Riven,0.534313725,612
Malphite,Diana,0.565359477,612
Shyvana,Hecarim,0.494271686,611
Fiddlesticks,Rammus,0.496721311,610
Wukong,Camille,0.468852459,610
Evelynn,Zac,0.44262295100000004,610
Tryndamere,Maokai,0.554098361,610
Akali,Diana,0.416393443,610
Fiddlesticks,Sion,0.510673235,609
Master Yi,Ziggs,0.512315271,609
Dr. Mundo,Riven,0.541118421,608
Irelia,Pyke,0.44078947399999996,608
Jarvan IV,Riven,0.514003295,607
Hecarim,Diana,0.5,606
Jax,Lucian,0.557755776,606
Nunu,Heimerdinger,0.46699670000000004,606
Gragas,Zac,0.471947195,606
Jax,Rumble,0.565289256,605
Master Yi,Tristana,0.490909091,605
Nocturne,Maokai,0.5016556289999999,604
Lee Sin,Leona,0.528145695,604
Cho'Gath,Ekko,0.513245033,604
Trundle,Vi,0.49585406299999996,603
Nunu,Fiora,0.46932006600000004,603
Tryndamere,Poppy,0.55721393,603
Vayne,Kayn,0.544850498,602
Master Yi,Sona,0.505823627,601
Master Yi,Karma,0.539101498,601
Sion,Gragas,0.572379368,601
Xin Zhao,Sejuani,0.444259567,601
Nunu,Zoe,0.435,600
Teemo,Darius,0.49166666700000006,600
Brand,Yasuo,0.6183333329999999,600
Warwick,Darius,0.483333333,600
Teemo,Kai'Sa,0.41,600
Teemo,Riven,0.491638796,598
Gragas,Camille,0.48073701799999996,597
Evelynn,Rammus,0.479061977,597
Udyr,Riven,0.50921273,597
Morgana,Rengar,0.5360134,597
Veigar,Lee Sin,0.519262982,597
Maokai,Aatrox,0.538590604,596
Amumu,Zed,0.506711409,596
Morgana,Kayn,0.546979866,596
Maokai,Hecarim,0.5167785229999999,596
Taric,Graves,0.557983193,595
Nasus,Kayn,0.47731092399999997,595
Blitzcrank,Kayn,0.480672269,595
Urgot,Lee Sin,0.505050505,594
Sion,Evelynn,0.525252525,594
Garen,Diana,0.547138047,594
Evelynn,Volibear,0.476430976,594
Cho'Gath,Riven,0.49158249200000004,594
Ezreal,Rengar,0.445193929,593
Gragas,Ekko,0.543001686,593
Amumu,Talon,0.509306261,591
Tryndamere,Vi,0.478849408,591
Taliyah,Kindred,0.517766497,591
Karthus,Kha'Zix,0.578680203,591
Rumble,Kayn,0.571912014,591
Kai'Sa,Zac,0.49491525399999997,590
Akali,Shyvana,0.37860781,589
Amumu,Nasus,0.49235993200000006,589
Malphite,Ekko,0.536502547,589
Camille,Pyke,0.45068027200000005,588
Garen,Ekko,0.535714286,588
Teemo,Zac,0.48129251700000003,588
Karthus,Wukong,0.56292517,588
Amumu,Rumble,0.568027211,588
Nocturne,Garen,0.484641638,586
Poppy,Pantheon,0.553846154,585
Jax,Singed,0.586324786,585
Cho'Gath,Trundle,0.51369863,584
Nocturne,Aatrox,0.441780822,584
Garen,Shyvana,0.450342466,584
Amumu,Lux,0.5924657529999999,584
Tryndamere,Jarvan IV,0.519725557,583
Amumu,Fizz,0.545454545,583
Shaco,Ekko,0.458762887,582
Singed,Rengar,0.52233677,582
Maokai,Brand,0.6477663229999999,582
Lee Sin,Illaoi,0.475945017,582
Pantheon,Yasuo,0.489690722,582
Nunu,Gangplank,0.429553265,582
Ezreal,Kayn,0.491408935,582
Sion,Teemo,0.5301204820000001,581
Sejuani,Yasuo,0.497418244,581
Teemo,Trundle,0.47495682200000006,579
Kayn,Thresh,0.498269896,578
Jax,Jinx,0.55017301,578
Cho'Gath,Volibear,0.527681661,578
Sion,Kai'Sa,0.562283737,578
Gragas,Diana,0.529513889,576
Shaco,Pantheon,0.444444444,576
Volibear,Hecarim,0.486956522,575
Hecarim,Aatrox,0.46956521700000003,575
Miss Fortune,Rengar,0.48606271799999995,574
Volibear,Kai'Sa,0.552264808,574
Nidalee,Riven,0.49738219899999997,573
Cho'Gath,Darius,0.5061082020000001,573
Wukong,Fizz,0.509598604,573
Cho'Gath,Diana,0.521815009,573
Master Yi,Zoe,0.45104895100000003,572
Dr. Mundo,Ekko,0.587412587,572
Riven,Kai'Sa,0.554195804,572
Hecarim,Ekko,0.474605954,571
Master Yi,Braum,0.48771929799999997,570
Lee Sin,Rakan,0.512280702,570
Rammus,Kai'Sa,0.48771929799999997,570
Yasuo,Taliyah,0.557894737,570
Nidalee,Aatrox,0.433333333,570
Maokai,Pantheon,0.568421053,570
Olaf,Warwick,0.401408451,568
Lee Sin,Heimerdinger,0.473591549,568
Gragas,Darius,0.542253521,568
Wukong,Nautilus,0.547535211,568
Camille,Vi,0.46478873200000004,568
Hecarim,Zac,0.456790123,567
Kayn,Jhin,0.502645503,567
Miss Fortune,Kayn,0.49206349200000005,567
Tryndamere,Akali,0.425795053,566
Shaco,Volibear,0.49116607799999995,566
Yasuo,Rakan,0.503533569,566
Irelia,Yasuo,0.475265018,566
Graves,Zoe,0.43716814200000004,565
Mordekaiser,Rengar,0.486725664,565
Blitzcrank,Rengar,0.46017699100000004,565
Evelynn,Trundle,0.47079646,565
Irelia,Kindred,0.443262411,564
Fiddlesticks,Darius,0.491134752,564
Warwick,Skarner,0.46797153,562
Yasuo,Camille,0.487544484,562
Shaco,Riven,0.508896797,562
Shaco,Diana,0.480427046,562
Dr. Mundo,Pantheon,0.5490196079999999,561
Galio,Kindred,0.536541889,561
Nocturne,Shyvana,0.428571429,560
Nocturne,Nidalee,0.43214285700000005,560
Cho'Gath,Zac,0.498214286,560
Jax,Quinn,0.525939177,559
Poppy,Zac,0.491921005,557
Evelynn,Nidalee,0.402154399,557
Skarner,Kindred,0.466786355,557
Skarner,Kha'Zix,0.517985612,556
Nunu,Varus,0.460431655,556
Sion,Akali,0.45863309399999996,556
Galio,Malphite,0.496402878,556
Teemo,Rammus,0.495495495,555
Diana,Aatrox,0.505415162,554
Udyr,Ekko,0.514440433,554
Brand,Udyr,0.593862816,554
Teemo,Pantheon,0.427797834,554
Poppy,Shyvana,0.542495479,553
Irelia,Kha'Zix,0.461121157,553
Garen,Volibear,0.537070524,553
Udyr,Zac,0.464737794,553
Master Yi,Ashe,0.442028986,552
Nidalee,Shyvana,0.473684211,551
Jarvan IV,Volibear,0.517304189,549
Nidalee,Pantheon,0.47358834200000005,549
Akali,Zac,0.333333333,549
Warwick,Camille,0.457038391,547
Tryndamere,Hecarim,0.47349177299999995,547
Maokai,Diana,0.55393053,547
Ekko,Aatrox,0.500914077,547
Xin Zhao,Sion,0.500914077,547
Dr. Mundo,Trundle,0.470695971,546
Kayle,Rengar,0.538461538,546
Renekton,Rengar,0.474358974,546
Olaf,Kha'Zix,0.517431193,545
Teemo,Nidalee,0.473394495,545
Sejuani,Vi,0.46788990799999997,545
Amumu,Lucian,0.570642202,545
Twitch,Nocturne,0.427522936,545
Brand,Gragas,0.5735294120000001,544
Shaco,Trundle,0.44301470600000004,544
Pantheon,Garen,0.485294118,544
Sion,Garen,0.533210332,542
Akali,Ekko,0.378927911,541
Poppy,Volibear,0.5268022179999999,541
Nocturne,Kai'Sa,0.48983364100000004,541
Kayle,Amumu,0.612962963,540
Pantheon,Akali,0.38888888899999996,540
Tryndamere,Aatrox,0.49074074100000004,540
Nunu,Caitlyn,0.414814815,540
Singed,Kayn,0.5,540
Irelia,Akali,0.367346939,539
Rumble,Rengar,0.52690167,539
Twitch,Akali,0.388475836,538
Diana,Kai'Sa,0.546468401,538
Alistar,Jax,0.56133829,538
Trundle,Jarvan IV,0.52141527,537
Lee Sin,Rek'Sai,0.463687151,537
Graves,Jinx,0.5261194029999999,536
Shaco,Zac,0.464552239,536
Nocturne,Diana,0.469158879,535
Fiddlesticks,Nidalee,0.482242991,535
Xin Zhao,Darius,0.457943925,535
Rammus,Vi,0.510280374,535
Akali,Volibear,0.446529081,533
Lee Sin,Zyra,0.51782364,533
Sion,Vi,0.534709193,533
Galio,Pyke,0.48217636,533
Dr. Mundo,Zac,0.533834586,532
Rammus,Akali,0.396616541,532
Trundle,Kai'Sa,0.544256121,531
Olaf,Kindred,0.44905660399999997,530
Karthus,Pyke,0.571698113,530
